Date,Time,Item Name,Category,Size,Quantity,Order Status,Ingredients,Price,Datetime
2024-08-30 00:00:00,18:15:00,Cheese Wrap,Garlic Bread,,2,Cancelld,"Bread, Garlic, Cheese",163,2024-08-30 18:15:00
2024-08-30 00:00:00,22:00:00,Paneer Pizza,Pizza,Medium,1,Completed,"Cheese, Paneer, Onion, Tomato",257,2024-08-30 22:00:00
2024-08-30 00:00:00,22:00:00,Paneer Pizza,Pizza,Medium,1,Completed,"Cheese, Paneer, Onion, Tomato",257,2024-08-30 22:00:00
2024-08-30 00:00:00,22:00:00,Paneer Pizza,Pizza,Medium,1,Completed,"Cheese, Paneer, Onion, Tomato",257,2024-08-30 22:00:00
2024-08-31 00:00:00,11:00:00,Veggie Delight,Pizza,,1,Done,"Cheese, Onion, Capsicum, Sweet Corn",61,2024-08-31 11:00:00
2024-08-31 00:00:00,12:45:00,Onion,Pizza,Small,1,Cancelld,"Cheese, Onion",92,2024-08-31 12:45:00
2024-08-31 00:00:00,12:45:00,Onion,Pizza,Small,1,Cancelld,"Cheese, Onion",92,2024-08-31 12:45:00
2024-08-31 00:00:00,12:45:00,Onion,Pizza,Small,1,Cancelld,"Cheese, Onion",92,2024-08-31 12:45:00
2024-08-31 00:00:00,21:15:00,Veggie Delight,Pizza,,1,Done,"Cheese, Onion, Capsicum, Sweet Corn",61,2024-08-31 21:15:00
2024-08-31 00:00:00,21:15:00,Veggie Delight,Pizza,,1,Done,"Cheese, Onion, Capsicum, Sweet Corn",61,2024-08-31 21:15:00
2024-09-01 00:00:00,10:15:00,Spicy Paneer,Burger,,1,Pendng,"Paneer Patty, Spices, Onion",134,2024-09-01 10:15:00
2024-09-01 00:00:00,10:15:00,Spicy Paneer,Burger,,1,Pendng,"Paneer Patty, Spices, Onion",134,2024-09-01 10:15:00
2024-09-01 00:00:00,10:15:00,Spicy Paneer,Burger,,1,Pendng,"Paneer Patty, Spices, Onion",134,2024-09-01 10:15:00
2024-09-01 00:00:00,11:00:00,OTC,Pizza,Medium,2,Pendng,"Cheese, Onion, Tomato, Capsicum",55,2024-09-01 11:00:00
2024-09-01 00:00:00,12:30:00,Green Apple,Drink,,2,,,67,2024-09-01 12:30:00
2024-09-01 00:00:00,13:45:00,OTC,Pizza,Medium,2,Pendng,"Cheese, Onion, Tomato, Capsicum",55,2024-09-01 13:45:00
2024-09-01 00:00:00,13:45:00,OTC,Pizza,Medium,2,Pendng,"Cheese, Onion, Tomato, Capsicum",55,2024-09-01 13:45:00
2024-09-01 00:00:00,15:45:00,Herb Chili Potato,Burger,,1,Done,"Potato Patty, Herbs, Chili Flakes",133,2024-09-01 15:45:00
2024-09-01 00:00:00,15:45:00,Herb Chili Potato,Burger,,1,Done,"Potato Patty, Herbs, Chili Flakes",133,2024-09-01 15:45:00
2024-09-01 00:00:00,15:45:00,Herb Chili Potato,Burger,,1,Done,"Potato Patty, Herbs, Chili Flakes",133,2024-09-01 15:45:00
2024-09-01 00:00:00,17:15:00,Peri Peri Fries,Appetizer,,1,,"Potato, Peri Peri Masala",136,2024-09-01 17:15:00
2024-09-02 00:00:00,11:00:00,Veggie Delight,Pizza,Small,2,Completed,"Cheese, Onion, Capsicum, Sweet Corn",180,2024-09-02 11:00:00
2024-09-02 00:00:00,13:00:00,Chili Garlic Pops,Appetizer,,2,Completed,"Potato, Garlic, Chili Flakes",183,2024-09-02 13:00:00
2024-09-02 00:00:00,22:45:00,Veggie Delight,Pizza,Small,2,Completed,"Cheese, Onion, Capsicum, Sweet Corn",180,2024-09-02 22:45:00
2024-09-02 00:00:00,22:45:00,Veggie Delight,Pizza,Small,2,Completed,"Cheese, Onion, Capsicum, Sweet Corn",180,2024-09-02 22:45:00
2024-09-03 00:00:00,14:30:00,Paneer Pizza,Pizza,Medium,3,,"Cheese, Paneer, Onion, Tomato",79,2024-09-03 14:30:00
2024-09-03 00:00:00,14:30:00,Paneer Pizza,Pizza,Medium,3,,"Cheese, Paneer, Onion, Tomato",79,2024-09-03 14:30:00
2024-09-03 00:00:00,17:00:00,Paneer Pizza,Pizza,Medium,3,,"Cheese, Paneer, Onion, Tomato",79,2024-09-03 17:00:00
2024-09-03 00:00:00,22:00:00,Paneer Special,Pizza,Small,1,Completed,"Cheese, Onion, Capsicum, Tomato, Paneer, Red Paprika",211,2024-09-03 22:00:00
2024-09-03 00:00:00,22:00:00,Double Trouble,Burger,,,Done,"Double Patty, Cheese, Onion",259,2024-09-03 22:00:00
2024-09-03 00:00:00,22:00:00,Double Trouble,Burger,,,Done,"Double Patty, Cheese, Onion",259,2024-09-03 22:00:00
2024-09-03 00:00:00,22:00:00,Paneer Special,Pizza,Small,1,Completed,"Cheese, Onion, Capsicum, Tomato, Paneer, Red Paprika",211,2024-09-03 22:00:00
2024-09-03 00:00:00,22:00:00,Double Trouble,Burger,,,Done,"Double Patty, Cheese, Onion",259,2024-09-03 22:00:00
2024-09-03 00:00:00,22:00:00,Paneer Special,Pizza,Small,1,Completed,"Cheese, Onion, Capsicum, Tomato, Paneer, Red Paprika",211,2024-09-03 22:00:00
2024-09-03 00:00:00,22:45:00,V3ggi3 Ov3rload3d,Pizza,,1,Completed,"Cheese, Onion, Capsicum, Mushroom, Red Paprika, Black Olives",222,2024-09-03 22:45:00
2024-09-03 00:00:00,22:45:00,V3ggi3 Ov3rload3d,Pizza,,1,Completed,"Cheese, Onion, Capsicum, Mushroom, Red Paprika, Black Olives",222,2024-09-03 22:45:00
2024-09-03 00:00:00,22:45:00,V3ggi3 Ov3rload3d,Pizza,,1,Completed,"Cheese, Onion, Capsicum, Mushroom, Red Paprika, Black Olives",222,2024-09-03 22:45:00
2024-09-04 00:00:00,11:00:00,Sandwich Cheese,Sandwich,,,Done,"Bread, Cheese, Butter",,2024-09-04 11:00:00
2024-09-04 00:00:00,11:00:00,Exotica,Pizza,Medium,1,Cancelld,"Capsicum, Red Paprika, Jalapeno, Black Olives, Baby Corn",109,2024-09-04 11:00:00
2024-09-04 00:00:00,14:15:00,Kitkat Shake,Shake,,,,"Milk, Kitkat, Chocolate",197,2024-09-04 14:15:00
2024-09-04 00:00:00,16:00:00,Exotica,Pizza,Medium,1,Cancelld,"Capsicum, Red Paprika, Jalapeno, Black Olives, Baby Corn",109,2024-09-04 16:00:00
2024-09-04 00:00:00,16:00:00,Exotica,Pizza,Medium,1,Cancelld,"Capsicum, Red Paprika, Jalapeno, Black Olives, Baby Corn",109,2024-09-04 16:00:00
2024-09-04 00:00:00,17:00:00,Momos,Momos,,1,Cancelld,"Dumplings, Veg Stuffing",261,2024-09-04 17:00:00
2024-09-04 00:00:00,21:45:00,Cheese Wrap,Garlic Bread,,2,Completed,"Bread, Garlic, Cheese",266,2024-09-04 21:45:00
2024-09-05 00:00:00,11:00:00,High Five,Pizza,Medium,1,Done,,45,2024-09-05 11:00:00
2024-09-05 00:00:00,11:45:00,Veggie Delight,Pizza,Medium,1,Completed,"Cheese, Onion, Capsicum, Sweet Corn",51,2024-09-05 11:45:00
2024-09-05 00:00:00,11:45:00,Veggie Delight,Pizza,Medium,1,Completed,"Cheese, Onion, Capsicum, Sweet Corn",51,2024-09-05 11:45:00
2024-09-05 00:00:00,11:45:00,Veggie Delight,Pizza,Medium,1,Completed,"Cheese, Onion, Capsicum, Sweet Corn",51,2024-09-05 11:45:00
2024-09-05 00:00:00,12:15:00,Strawberry Shake,Shake,,1,Completed,,104,2024-09-05 12:15:00
2024-09-05 00:00:00,15:30:00,Paneer Pizza,Pizza,Small,3,Cancelld,"Cheese, Paneer, Onion, Tomato",116,2024-09-05 15:30:00
2024-09-05 00:00:00,15:30:00,Paneer Pizza,Pizza,Small,3,Cancelld,"Cheese, Paneer, Onion, Tomato",116,2024-09-05 15:30:00
2024-09-05 00:00:00,15:30:00,Paneer Pizza,Pizza,Small,3,Cancelld,"Cheese, Paneer, Onion, Tomato",116,2024-09-05 15:30:00
2024-09-05 00:00:00,16:00:00,High Five,Pizza,Medium,1,Done,,45,2024-09-05 16:00:00
2024-09-05 00:00:00,19:30:00,High Five,Pizza,Medium,1,Done,,45,2024-09-05 19:30:00
2024-09-05 00:00:00,21:00:00,Onion,Pizza,,3,Done,"Cheese, Onion",291,2024-09-05 21:00:00
2024-09-05 00:00:00,21:00:00,Onion,Pizza,,3,Done,"Cheese, Onion",291,2024-09-05 21:00:00
2024-09-05 00:00:00,21:00:00,Onion,Pizza,,3,Done,"Cheese, Onion",291,2024-09-05 21:00:00
2024-09-06 00:00:00,16:15:00,Strawberry Shake,Shake,,1,Cancelld,,98,2024-09-06 16:15:00
2024-09-06 00:00:00,17:15:00,Spicy Paneer,Burger,,,,"Paneer Patty, Spices, Onion",203,2024-09-06 17:15:00
2024-09-06 00:00:00,17:15:00,Spicy Paneer,Burger,,,,"Paneer Patty, Spices, Onion",203,2024-09-06 17:15:00
2024-09-06 00:00:00,17:15:00,Spicy Paneer,Burger,,,,"Paneer Patty, Spices, Onion",203,2024-09-06 17:15:00
2024-09-06 00:00:00,17:45:00,Spicy Supreme,Garlic Bread,,2,,,146,2024-09-06 17:45:00
2024-09-06 00:00:00,19:45:00,Paneer Wrap,Wrap,,1,Cancelld,"Paneer, Sauce, Onion",101,2024-09-06 19:45:00
2024-09-07 00:00:00,11:00:00,Paneer Pizza,Pizza,,1,Pendng,"Cheese, Paneer, Onion, Tomato",212,2024-09-07 11:00:00
2024-09-07 00:00:00,11:00:00,Paneer Pizza,Pizza,,1,Pendng,"Cheese, Paneer, Onion, Tomato",212,2024-09-07 11:00:00
2024-09-07 00:00:00,11:00:00,V3ggi3 Ov3rload3d,Pizza,Small,3,Done,,230,2024-09-07 11:00:00
2024-09-07 00:00:00,16:00:00,V3ggi3 Ov3rload3d,Pizza,Small,3,Done,,230,2024-09-07 16:00:00
2024-09-07 00:00:00,16:00:00,Paneer Pizza,Pizza,,1,Pendng,"Cheese, Paneer, Onion, Tomato",212,2024-09-07 16:00:00
2024-09-07 00:00:00,16:00:00,V3ggi3 Ov3rload3d,Pizza,Small,3,Done,,230,2024-09-07 16:00:00
2024-09-07 00:00:00,20:30:00,Oreo Shake,Shake,,1,,"Milk, Oreo, Chocolate",284,2024-09-07 20:30:00
2024-09-07 00:00:00,22:15:00,Chocolate Shake,Shake,,3,,"Milk, Chocolate Syrup",71,2024-09-07 22:15:00
2024-09-08 00:00:00,11:00:00,High Fiv3,Pizza,,3,Cancelld,"Cheese, Onion, Capsicum, Tomato, Mushroom, Red Paprika",281,2024-09-08 11:00:00
2024-09-08 00:00:00,12:15:00,Margherita,Pizza,Medium,1,Pendng,Classic Cheese,276,2024-09-08 12:15:00
2024-09-08 00:00:00,12:15:00,Margherita,Pizza,Medium,1,Pendng,Classic Cheese,276,2024-09-08 12:15:00
2024-09-08 00:00:00,12:15:00,Margherita,Pizza,Medium,1,Pendng,Classic Cheese,276,2024-09-08 12:15:00
2024-09-08 00:00:00,16:00:00,Mint Mojito,Drink,,1,Completed,"Mint, Soda, Lime",236,2024-09-08 16:00:00
2024-09-08 00:00:00,17:45:00,Strawberry Shake,Shake,,,Pendng,"Milk, Strawberry Syrup",207,2024-09-08 17:45:00
2024-09-08 00:00:00,20:45:00,High Fiv3,Pizza,,3,Cancelld,"Cheese, Onion, Capsicum, Tomato, Mushroom, Red Paprika",281,2024-09-08 20:45:00
2024-09-08 00:00:00,20:45:00,High Fiv3,Pizza,,3,Cancelld,"Cheese, Onion, Capsicum, Tomato, Mushroom, Red Paprika",281,2024-09-08 20:45:00
2024-09-09 00:00:00,22:30:00,Kitkat Shake,Shake,,,Pendng,"Milk, Kitkat, Chocolate",245,2024-09-09 22:30:00
2024-09-09 00:00:00,22:45:00,Regular Fries,Appetizer,,1,Cancelld,"Potato, Salt",64,2024-09-09 22:45:00
2024-09-10 00:00:00,11:00:00,Paneer Pizza,Pizza,Medium,,Cancelld,,,2024-09-10 11:00:00
2024-09-10 00:00:00,11:00:00,Spicy Veggie,Pizza,Small,1,Cancelld,"Cheese, Onion, Green Chili",153,2024-09-10 11:00:00
2024-09-10 00:00:00,12:00:00,Mint Mojito,Drink,,2,Cancelld,"Mint, Soda, Lime",,2024-09-10 12:00:00
2024-09-10 00:00:00,15:15:00,Red Sauce Pasta,Pasta,,1,Completed,"Pasta, Red Sauce, Herbs",117,2024-09-10 15:15:00
2024-09-10 00:00:00,16:30:00,Cheese Balls,Appetizer,,3,Completed,"Cheese, Coating, Spices",102,2024-09-10 16:30:00
2024-09-10 00:00:00,22:00:00,Paneer Pizza,Pizza,Medium,,Cancelld,,,2024-09-10 22:00:00
2024-09-10 00:00:00,22:00:00,Paneer Pizza,Pizza,Medium,,Cancelld,,,2024-09-10 22:00:00
2024-09-10 00:00:00,22:45:00,Spicy Veggie,Pizza,Small,1,Cancelld,"Cheese, Onion, Green Chili",153,2024-09-10 22:45:00
2024-09-10 00:00:00,22:45:00,Spicy Veggie,Pizza,Small,1,Cancelld,"Cheese, Onion, Green Chili",153,2024-09-10 22:45:00
2024-09-11 00:00:00,11:00:00,Paneer Special,Pizza,Medium,3,,"Cheese, Onion, Capsicum, Tomato, Paneer, Red Paprika",157,2024-09-11 11:00:00
2024-09-11 00:00:00,11:15:00,V3g Popular,Burger,,1,Done,"Veg Patty, Lettuce, Tomato",167,2024-09-11 11:15:00
2024-09-11 00:00:00,11:15:00,V3g Popular,Burger,,1,Done,"Veg Patty, Lettuce, Tomato",167,2024-09-11 11:15:00
2024-09-11 00:00:00,11:15:00,V3g Popular,Burger,,1,Done,"Veg Patty, Lettuce, Tomato",167,2024-09-11 11:15:00
2024-09-11 00:00:00,13:15:00,Ch33sy Fir3 Hous3,Burger,,2,Cancelld,"Spicy Patty, Cheese, Lettuce",62,2024-09-11 13:15:00
2024-09-11 00:00:00,13:15:00,Ch33sy Fir3 Hous3,Burger,,2,Cancelld,"Spicy Patty, Cheese, Lettuce",62,2024-09-11 13:15:00
2024-09-11 00:00:00,13:15:00,Ch33sy Fir3 Hous3,Burger,,2,Cancelld,"Spicy Patty, Cheese, Lettuce",62,2024-09-11 13:15:00
2024-09-11 00:00:00,17:15:00,Paneer Special,Pizza,Medium,3,,"Cheese, Onion, Capsicum, Tomato, Paneer, Red Paprika",157,2024-09-11 17:15:00
2024-09-11 00:00:00,17:15:00,Paneer Special,Pizza,Medium,3,,"Cheese, Onion, Capsicum, Tomato, Paneer, Red Paprika",157,2024-09-11 17:15:00
2024-09-11 00:00:00,20:30:00,Onion,Pizza,Medium,1,Done,"Cheese, Onion",146,2024-09-11 20:30:00
2024-09-11 00:00:00,20:30:00,Onion,Pizza,Medium,1,Done,"Cheese, Onion",146,2024-09-11 20:30:00
2024-09-11 00:00:00,20:30:00,Onion,Pizza,Medium,1,Done,"Cheese, Onion",146,2024-09-11 20:30:00
2024-09-12 00:00:00,16:15:00,Choemain,Noodles,,1,,"Noodles, Vegetables, Sauce",96,2024-09-12 16:15:00
2024-09-12 00:00:00,19:15:00,Cold Coffee,Drink,,2,Cancelld,"Coffee, Milk, Sugar",125,2024-09-12 19:15:00
2024-09-12 00:00:00,20:15:00,White Sauce Pasta,Pasta,,2,,"Pasta, White Sauce, Corn",154,2024-09-12 20:15:00
2024-09-13 00:00:00,10:00:00,Vegetable Maggie,Maggie,,2,,"Maggie, Vegetables, Spices",297,2024-09-13 10:00:00
2024-09-13 00:00:00,11:00:00,OTC,Pizza,,2,Pendng,"Cheese, Onion, Tomato, Capsicum",226,2024-09-13 11:00:00
2024-09-13 00:00:00,11:00:00,Paneer Special,Pizza,Small,2,,"Cheese, Onion, Capsicum, Tomato, Paneer, Red Paprika",122,2024-09-13 11:00:00
2024-09-13 00:00:00,17:30:00,OTC,Pizza,,2,Pendng,"Cheese, Onion, Tomato, Capsicum",226,2024-09-13 17:30:00
2024-09-13 00:00:00,17:30:00,OTC,Pizza,,2,Pendng,"Cheese, Onion, Tomato, Capsicum",226,2024-09-13 17:30:00
2024-09-13 00:00:00,21:30:00,Paneer Special,Pizza,Small,2,,"Cheese, Onion, Capsicum, Tomato, Paneer, Red Paprika",122,2024-09-13 21:30:00
2024-09-13 00:00:00,21:30:00,Paneer Special,Pizza,Small,2,,"Cheese, Onion, Capsicum, Tomato, Paneer, Red Paprika",122,2024-09-13 21:30:00
2024-09-14 00:00:00,11:00:00,Veggie Delight,Pizza,Medium,2,Completed,"Cheese, Onion, Capsicum, Sweet Corn",215,2024-09-14 11:00:00
2024-09-14 00:00:00,15:45:00,Mint Mojito,Drink,,1,Done,"Mint, Soda, Lime",296,2024-09-14 15:45:00
2024-09-14 00:00:00,16:00:00,Country Feast,Pizza,,,Completed,"Cheese, Onion, Capsicum, Tomato, Mushroom, Sweet Corn",,2024-09-14 16:00:00
2024-09-14 00:00:00,19:45:00,Veggie Delight,Pizza,Medium,2,Completed,"Cheese, Onion, Capsicum, Sweet Corn",215,2024-09-14 19:45:00
2024-09-14 00:00:00,19:45:00,Veggie Delight,Pizza,Medium,2,Completed,"Cheese, Onion, Capsicum, Sweet Corn",215,2024-09-14 19:45:00
2024-09-14 00:00:00,22:15:00,Country Feast,Pizza,,,Completed,"Cheese, Onion, Capsicum, Tomato, Mushroom, Sweet Corn",,2024-09-14 22:15:00
2024-09-14 00:00:00,22:15:00,Country Feast,Pizza,,,Completed,"Cheese, Onion, Capsicum, Tomato, Mushroom, Sweet Corn",,2024-09-14 22:15:00
2024-09-14 00:00:00,22:30:00,Oreo Shake,Shake,,2,Completed,"Milk, Oreo, Chocolate",258,2024-09-14 22:30:00
2024-09-15 00:00:00,11:00:00,Veggie Delight,Pizza,Small,2,Done,"Cheese, Onion, Capsicum, Sweet Corn",158,2024-09-15 11:00:00
2024-09-15 00:00:00,22:00:00,Red Sauce Pasta,Pasta,,2,Completed,"Pasta, Red Sauce, Herbs",,2024-09-15 22:00:00
2024-09-15 00:00:00,22:30:00,Chili Garlic Pops,Appetizer,,2,,"Potato, Garlic, Chili Flakes",95,2024-09-15 22:30:00
2024-09-15 00:00:00,22:45:00,Veggie Delight,Pizza,Small,2,Done,"Cheese, Onion, Capsicum, Sweet Corn",158,2024-09-15 22:45:00
2024-09-15 00:00:00,22:45:00,Veggie Delight,Pizza,Small,2,Done,"Cheese, Onion, Capsicum, Sweet Corn",158,2024-09-15 22:45:00
2024-09-16 00:00:00,10:45:00,Spicy Veggie,Pizza,Small,1,,"Cheese, Onion, Green Chili",166,2024-09-16 10:45:00
2024-09-16 00:00:00,16:00:00,Spicy Veggie,Pizza,Small,1,,"Cheese, Onion, Green Chili",166,2024-09-16 16:00:00
2024-09-16 00:00:00,16:00:00,Spicy Veggie,Pizza,Small,1,,"Cheese, Onion, Green Chili",166,2024-09-16 16:00:00
2024-09-16 00:00:00,16:30:00,Cheese Wrap,Garlic Bread,,1,Done,"Bread, Garlic, Cheese",293,2024-09-16 16:30:00
2024-09-16 00:00:00,17:00:00,Sandwich Cheese,Sandwich,,2,Done,"Bread, Cheese, Butter",47,2024-09-16 17:00:00
2024-09-16 00:00:00,17:30:00,Mint Mojito,Drink,,1,Pendng,"Mint, Soda, Lime",246,2024-09-16 17:30:00
2024-09-16 00:00:00,22:45:00,High Five,Pizza,Medium,2,,"Cheese, Onion, Capsicum, Tomato, Mushroom, Red Paprika",215,2024-09-16 22:45:00
2024-09-16 00:00:00,22:45:00,High Five,Pizza,Medium,2,,"Cheese, Onion, Capsicum, Tomato, Mushroom, Red Paprika",215,2024-09-16 22:45:00
2024-09-16 00:00:00,22:45:00,High Five,Pizza,Medium,2,,"Cheese, Onion, Capsicum, Tomato, Mushroom, Red Paprika",215,2024-09-16 22:45:00
2024-09-17 00:00:00,16:00:00,Spicy Veggie,Pizza,Small,2,Cancelld,"Cheese, Onion, Green Chili",239,2024-09-17 16:00:00
2024-09-17 00:00:00,17:15:00,Strawb3rry Shak3,Shake,,2,,"Milk, Strawberry Syrup",293,2024-09-17 17:15:00
2024-09-17 00:00:00,18:00:00,Aloo Tikki Wrap,Wrap,,1,Cancelld,,271,2024-09-17 18:00:00
2024-09-17 00:00:00,21:00:00,Spicy Veggie,Pizza,Small,2,Cancelld,"Cheese, Onion, Green Chili",239,2024-09-17 21:00:00
2024-09-17 00:00:00,21:00:00,Spicy Veggie,Pizza,Small,2,Cancelld,"Cheese, Onion, Green Chili",239,2024-09-17 21:00:00
2024-09-18 00:00:00,11:00:00,Mix Sauc3 Pasta,Pasta,,1,Pendng,"Pasta, Red Sauce, White Sauce, Veggies",240,2024-09-18 11:00:00
2024-09-18 00:00:00,13:45:00,Sandwich,Burger,,2,Pendng,Extra Cheese Slice,,2024-09-18 13:45:00
2024-09-18 00:00:00,13:45:00,Sandwich,Burger,,2,Pendng,Extra Cheese Slice,,2024-09-18 13:45:00
2024-09-18 00:00:00,13:45:00,Sandwich,Burger,,2,Pendng,Extra Cheese Slice,,2024-09-18 13:45:00
2024-09-18 00:00:00,17:00:00,Margherita,Pizza,Medium,2,Completed,Classic Cheese,157,2024-09-18 17:00:00
2024-09-18 00:00:00,19:30:00,Herb Chili Potato,Burger,,4,Cancelld,"Potato Patty, Herbs, Chili Flakes",213,2024-09-18 19:30:00
2024-09-18 00:00:00,19:30:00,Herb Chili Potato,Burger,,4,Cancelld,"Potato Patty, Herbs, Chili Flakes",213,2024-09-18 19:30:00
2024-09-18 00:00:00,19:30:00,Herb Chili Potato,Burger,,4,Cancelld,"Potato Patty, Herbs, Chili Flakes",213,2024-09-18 19:30:00
2024-09-18 00:00:00,19:45:00,Margherita,Pizza,Medium,2,Completed,Classic Cheese,157,2024-09-18 19:45:00
2024-09-18 00:00:00,19:45:00,Margherita,Pizza,Medium,2,Completed,Classic Cheese,157,2024-09-18 19:45:00
2024-09-19 00:00:00,16:45:00,Margherita,Pizza,,3,Done,Classic Cheese,164,2024-09-19 16:45:00
2024-09-19 00:00:00,16:45:00,Margherita,Pizza,,3,Done,Classic Cheese,164,2024-09-19 16:45:00
2024-09-19 00:00:00,16:45:00,Margherita,Pizza,,3,Done,Classic Cheese,164,2024-09-19 16:45:00
2024-09-19 00:00:00,19:45:00,Spicy Supreme,Garlic Bread,,1,Pendng,"Bread, Garlic, Chili Flakes, Cheese",283,2024-09-19 19:45:00
2024-09-19 00:00:00,22:30:00,Mint Mojito,Drink,,2,Pendng,"Mint, Soda, Lime",40,2024-09-19 22:30:00
2024-09-19 00:00:00,22:45:00,Choemain,Noodles,,1,Cancelld,"Noodles, Vegetables, Sauce",180,2024-09-19 22:45:00
2024-09-19 00:00:00,22:45:00,Kitkat Shake,Shake,,2,,"Milk, Kitkat, Chocolate",257,2024-09-19 22:45:00
2024-09-20 00:00:00,10:00:00,Choemain,Noodles,,2,Pendng,"Noodles, Vegetables, Sauce",123,2024-09-20 10:00:00
2024-09-20 00:00:00,12:45:00,Onion,Pizza,Small,2,,"Cheese, Onion",193,2024-09-20 12:45:00
2024-09-20 00:00:00,12:45:00,Onion,Pizza,Small,2,,"Cheese, Onion",193,2024-09-20 12:45:00
2024-09-20 00:00:00,16:00:00,Onion,Pizza,Small,2,,"Cheese, Onion",193,2024-09-20 16:00:00
2024-09-21 00:00:00,10:45:00,Strawberry Shake,Shake,,1,,"Milk, Strawberry Syrup",47,2024-09-21 10:45:00
2024-09-21 00:00:00,11:15:00,Kitkat Shak3,Shake,,2,,"Milk, Kitkat, Chocolate",228,2024-09-21 11:15:00
2024-09-21 00:00:00,13:00:00,Cheese Balls,Appetizer,,3,Done,"Cheese, Coating, Spices",73,2024-09-21 13:00:00
2024-09-21 00:00:00,14:45:00,Herb Chili Potato,Burger,,1,Cancelld,"Potato Patty, Herbs, Chili Flakes",242,2024-09-21 14:45:00
2024-09-21 00:00:00,14:45:00,Herb Chili Potato,Burger,,1,Cancelld,"Potato Patty, Herbs, Chili Flakes",242,2024-09-21 14:45:00
2024-09-21 00:00:00,14:45:00,Herb Chili Potato,Burger,,1,Cancelld,"Potato Patty, Herbs, Chili Flakes",242,2024-09-21 14:45:00
2024-09-21 00:00:00,19:45:00,Sandwich,Burger,,2,Done,Extra Cheese Slice,,2024-09-21 19:45:00
2024-09-21 00:00:00,19:45:00,Sandwich,Burger,,2,Done,Extra Cheese Slice,,2024-09-21 19:45:00
2024-09-21 00:00:00,19:45:00,Sandwich,Burger,,2,Done,Extra Cheese Slice,,2024-09-21 19:45:00
2024-09-22 00:00:00,18:00:00,Veggie Overloaded,Pizza,,1,Done,"Cheese, Onion, Capsicum, Mushroom, Red Paprika, Black Olives",169,2024-09-22 18:00:00
2024-09-22 00:00:00,18:00:00,Veggie Overloaded,Pizza,,1,Done,"Cheese, Onion, Capsicum, Mushroom, Red Paprika, Black Olives",169,2024-09-22 18:00:00
2024-09-22 00:00:00,18:00:00,Veggie Overloaded,Pizza,,1,Done,"Cheese, Onion, Capsicum, Mushroom, Red Paprika, Black Olives",169,2024-09-22 18:00:00
2024-09-22 00:00:00,22:15:00,Kitkat Shake,Shake,,1,Completed,"Milk, Kitkat, Chocolate",,2024-09-22 22:15:00
2024-09-23 00:00:00,11:45:00,Veggie Delight,Pizza,Medium,3,,"Cheese, Onion, Capsicum, Sweet Corn",218,2024-09-23 11:45:00
2024-09-23 00:00:00,11:45:00,Veggie Delight,Pizza,Medium,3,,"Cheese, Onion, Capsicum, Sweet Corn",218,2024-09-23 11:45:00
2024-09-23 00:00:00,11:45:00,Veggie Delight,Pizza,Medium,3,,"Cheese, Onion, Capsicum, Sweet Corn",218,2024-09-23 11:45:00
2024-09-23 00:00:00,15:30:00,Choemain,Noodles,,2,Done,"Noodles, Vegetables, Sauce",76,2024-09-23 15:30:00
2024-09-23 00:00:00,16:00:00,Sandwich,Burger,,2,Done,Extra Cheese Slice,241,2024-09-23 16:00:00
2024-09-23 00:00:00,17:00:00,Oreo Shake,Shake,,1,,"Milk, Oreo, Chocolate",,2024-09-23 17:00:00
2024-09-23 00:00:00,17:30:00,Sandwich,Burger,,2,Done,Extra Cheese Slice,241,2024-09-23 17:30:00
2024-09-23 00:00:00,17:30:00,Sandwich,Burger,,2,Done,Extra Cheese Slice,241,2024-09-23 17:30:00
2024-09-23 00:00:00,19:45:00,Red Sauce Pasta,Pasta,,2,,"Pasta, Red Sauce, Herbs",92,2024-09-23 19:45:00
2024-09-24 00:00:00,11:00:00,Sandwich Cheese,Sandwich,,2,Completed,"Bread, Cheese, Butter",56,2024-09-24 11:00:00
2024-09-24 00:00:00,11:00:00,Ch33s3 Garlic Br3ad,Garlic Bread,,3,,"Bread, Garlic, Cheese",145,2024-09-24 11:00:00
2024-09-24 00:00:00,14:30:00,Regular Fries,Appetizer,,2,Cancelld,"Potato, Salt",122,2024-09-24 14:30:00
2024-09-24 00:00:00,15:45:00,Veggie Delight,Pizza,,2,Cancelld,"Cheese, Onion, Capsicum, Sweet Corn",,2024-09-24 15:45:00
2024-09-24 00:00:00,15:45:00,Veggie Delight,Pizza,,2,Cancelld,"Cheese, Onion, Capsicum, Sweet Corn",,2024-09-24 15:45:00
2024-09-24 00:00:00,17:00:00,Veggie Delight,Pizza,,2,Cancelld,"Cheese, Onion, Capsicum, Sweet Corn",,2024-09-24 17:00:00
2024-09-24 00:00:00,19:15:00,Oreo Shake,Shake,,2,Completed,,,2024-09-24 19:15:00
2024-09-25 00:00:00,11:30:00,Sandwich Cheese,Sandwich,,2,Pendng,"Bread, Cheese, Butter",143,2024-09-25 11:30:00
2024-09-25 00:00:00,12:00:00,Peri Peri Fries,Appetizer,,1,Completed,"Potato, Peri Peri Masala",57,2024-09-25 12:00:00
2024-09-25 00:00:00,13:45:00,Cold Coffee,Drink,,3,Cancelld,"Coffee, Milk, Sugar",274,2024-09-25 13:45:00
2024-09-25 00:00:00,22:30:00,Onion,Pizza,Medium,3,Pendng,,71,2024-09-25 22:30:00
